title,price_raw,price_clean,rating,url,image,spec_Afisare - Dimensiune ecran,spec_Afisare - Functii display,spec_Afisare - Rezolutie (pixeli),spec_Afisare - Tip display,spec_Alimentare - Capacitate baterie,spec_Alimentare - Incarcator inclus,spec_Alimentare - Tip baterie,spec_Memorie - Memorie RAM,spec_Memorie - Memorie interna,spec_Memorie - Slot card memorie
"Telefon mobil pentru seniori, cu meniul in limba Romana, taste mari, buton SOS, micro SIM, retea 4G, Functie Apelare Rapida, Bluetooth, Radio, Camera, Lanterna","237,00 Lei",237.00 Lei,4.94(1173),https://www.emag.ro/telefon-mobil-pentru-seniori-cu-meniul-in-limba-romana-taste-mari-buton-sos-micro-sim-retea-4g-functie-apelare-rapida-bluetooth-radio-camera-lanterna-telefon-c1-4g/pd/D4QJLRYBM/?ref=sponsored_products_search_r_1_1&recid=recads_1_6a6ff7da4e204ab2ed25b9030cb8eaf105ad11010826c196812ecda821fdd660_1767467704&aid=edee7abf-e656-11f0-801c-06eaf0d4245d%7Ck%7C230666625&oid=230666625&scenario_ID=1,https://s13emagst.akamaized.net/products/80989/80988077/images/res_8fa578c970729c85d4d0cfcf6f7c4820.png?width=720&height=720&hash=A79ACE6B9A313F943E6C921C91A056F6,1.77 inch,,,LCD,1800 mAh,Da,Li-Ion,128 MB,48 MB,MicroSD
"Telefon mobil Oukitel WP52, 5G, Dual SIM, Octa-Core Dimensity 6100+, 6.6-inch IPS, 256GB, Senzor Amprenta, 6500mAh, IP68/IP69K, NFC, Android 14, Blue","795,99 Lei",795.99 Lei,,https://www.emag.ro/telefon-mobil-oukitel-wp52-5g-dual-sim-octa-core-dimensity-6100-6-6-inch-ips-256gb-senzor-amprenta-6500mah-ip68-ip69k-nfc-android-14-blue-wp50ble/pd/DR70683BM/?ref=sponsored_products_search_r_1_2&recid=recads_1_6a6ff7da4e204ab2ed25b9030cb8eaf105ad11010826c196812ecda821fdd660_1767467704&aid=a222f1e4-df2c-11f0-801c-06eaf0d4245d&oid=304679050&scenario_ID=1,https://s13emagst.akamaized.net/products/112561/112560188/images/res_580dd962acb6248039620c3ce06de096.png?width=720&height=720&hash=14C935DD3196C0EAA2B4015EBEAF633C,6.6 inch,"Corning Gorilla Glass 5
267 PPI
HD+
60 Hz
Touch screen",720 x 1612,IPS,6500 mAh,Da,Li-Po,4 GB,256 GB,MicroSD
"Telefon mobil Samsung Galaxy A16, Dual SIM, 128GB, 4GB RAM, 4G, Black","550,53 Lei",550.53 Lei,4.64(320),https://www.emag.ro/telefon-mobil-samsung-galaxy-a16-dual-sim-128gb-4gb-ram-4g-black-sm-a165fzkbeue/pd/DVJ1YZYBM/,https://s13emagst.akamaized.net/products/77658/77657963/images/res_b2f35acf45f245e873c00a0db780dbfe.jpg?width=720&height=720&hash=375EA7F9ECA7342667FF0D5F94DC5AC3,6.7 inch,FHD,1080 x 2340,Super AMOLED,5000 mAh,,,4 GB,128 GB,MicroSD
"Telefon mobil Samsung Galaxy A36, Dual SIM, 8GB RAM, 256GB, 5G, Awesome Graphite","1.269,99 Lei",1269.99 Lei,4.65(99),https://www.emag.ro/telefon-mobil-samsung-galaxy-a36-dual-sim-8gb-ram-256gb-5g-awesome-graphite-sm-a366bzkgeue/pd/D9Z5X33BM/,https://s13emagst.akamaized.net/products/89071/89070979/images/res_e113c383df8cfd84e9836c70be5d21ad.jpg?width=720&height=720&hash=891737BB4310E982D487C6D9E1BE8D7A,6.7 inch,120 Hz,1080 x 2340,Super AMOLED,5000 mAh,,,8 GB,256 GB,
"Telefon mobil Oukitel WP50, 5G, Dual SIM, Octa-Core Dimensity 6100+, IPS 6.6' HD+, 16GB RAM, 256GB, Senzor Amprenta, Face Unlock, 6500mAh, IP68/IP69K, NFC, Android 14, Dark Blue","795,99 Lei",795.99 Lei,,https://www.emag.ro/telefon-mobil-oukitel-wp50-5g-dual-sim-octa-core-dimensity-6100-ips-6-6-hd-16gb-ram-256gb-senzor-amprenta-face-unlock-6500mah-ip68-ip69k-nfc-android-14-dark-blue-00003208/pd/D0VHK83BM/?ref=sponsored_products_search_r_1_3&recid=recads_1_6a6ff7da4e204ab2ed25b9030cb8eaf105ad11010826c196812ecda821fdd660_1767467704&aid=15d39e36-df22-11f0-801c-06eaf0d4245d&oid=302969998&scenario_ID=1,https://s13emagst.akamaized.net/products/111996/111995508/images/res_2c06ba1ecaeed5d37f9145d26f1df431.png?width=720&height=720&hash=79E5952B520D03151FF70A22263D1E94,6.6 inch,"Corning Gorilla Glass 5
267 PPI
HD+
60 Hz
Touch screen",720 x 1612,IPS,6500 mAh,Da,Li-Po,16 GB,256 GB,MicroSD
"Telefon mobil Samsung Galaxy A16, Dual SIM, 128GB, 4GB RAM, 4G, Gray","586,75 Lei",586.75 Lei,4.64(320),https://www.emag.ro/telefon-mobil-samsung-galaxy-a16-dual-sim-128gb-4gb-ram-4g-gray-sm-a165fzabeue/pd/DSJ1YZYBM/,https://s13emagst.akamaized.net/products/77658/77657962/images/res_2020867206cbc712d2e88e09958818c0.jpg?width=720&height=720&hash=B08906A3AEFD52C76DD3BC219FD943B7,6.7 inch,FHD,1080 x 2340,Super AMOLED,5000 mAh,,,4 GB,128 GB,MicroSD
"Telefon mobil Samsung Galaxy A17, Dual SIM, 4GB RAM, 128GB, 4G, Black","649,99 Lei",649.99 Lei,5(1),https://www.emag.ro/telefon-mobil-samsung-galaxy-a17-dual-sim-4gb-ram-128gb-4g-black-sm-a175fzkbeue/pd/DN57K93BM/,https://s13emagst.akamaized.net/products/99061/99060695/images/res_ea5f94180fe4e9294b5011b8c7eacb91.jpg?width=720&height=720&hash=EFD7D000A23849F3659A4CBDAA860E22,6.7 inch,"16 milioane de culori
Rata de reimprospatare de 90 Hz",1080 x 2340,Super AMOLED,5000 mAh,Nu,,4 GB,128 GB,
"Telefon Mobil Seniori cu Taste Mari, CZAY® Meniu in Limba Romana, Autonomie 7 Zile, Volum Puternic Reglabil, Buton SOS, 2G, Dual Sim, Ecran LCD Generos, Color, Usor de Folosit pentru Varstnici, Pensionari si Bunici, Lanterna, Radio, Bluetooth, Rezistent","225,99 Lei",225.99 Lei,4.68(40),https://www.emag.ro/telefon-mobil-seniori-cu-taste-mari-czayr-meniu-in-limba-romana-autonomie-7-zile-volum-puternic-reglabil-buton-sos-2g-dual-sim-ecran-lcd-generos-color-usor-de-folosit-pentru-varstnici-pensionari-si-bu/pd/D97JJ5YBM/?ref=sponsored_products_search_r_1_4&recid=recads_1_6a6ff7da4e204ab2ed25b9030cb8eaf105ad11010826c196812ecda821fdd660_1767467704&aid=392ee012-e7ba-11f0-801c-06eaf0d4245d%7Ck%7C212362046&oid=212362046&scenario_ID=1,https://s13emagst.akamaized.net/products/81763/81762049/images/res_09c43b7dac3dc4e10ca332c6d733ed84.png?width=720&height=720&hash=66C806B8524F8A77882C1DE542FDD5CA,1.77 inch,,128 x 160,LCD,1000 mAh,Da,BL-5C,32 MB,32 MB,SD
"Telefon mobil Apple iPhone XR, 64GB, Black","1.279,99 Lei",1279.99 Lei,4.66(396),https://www.emag.ro/telefon-mobil-apple-iphone-xr-64gb-black-dhsy9vbbm/pd/DHSY9VBBM/,https://s13emagst.akamaized.net/products/17043/17042909/images/res_beeb2a5b938cd2fc51ad063da79f4321.jpg?width=720&height=720&hash=0B3E3885F6901DBA254C7F15588C93E5,6.1 inch,,828 x 1792,IPS,2942 mAh,,Li-Ion,3 GB,64 GB,
"Telefon mobil Nokia 105 (2017), Black","60,00 Lei",60.00 Lei,4.08(168),https://www.emag.ro/telefon-mobil-nokia-105-2017-black-a00028542/pd/DLP32NBBM/,https://s13emagst.akamaized.net/products/8435/8434129/images/res_fecb320696df949c7277dd5b37d6487c.jpg?width=720&height=720&hash=1A3F726F053DE1A80FF3EF1A679C8998,1.4 inch,,120 x 160,TFT,800 mAh,,Li-Ion,4 MB,4 MB,
"Telefon Mobil Seniori cu Taste Mari CZAY®, Meniu in Limba Romana, Autonomie 7 Zile, Volum Puternic Reglabil, Buton SOS, 2G, Dual Sim, Ecran LCD Generos, Color, Usor de Folosit pentru Varstnici, Pensionari si Bunici, Lanterna, Radio, Bluetooth, Albastru","225,99 Lei",225.99 Lei,4.68(40),https://www.emag.ro/telefon-mobil-seniori-cu-taste-mari-czayr-meniu-in-limba-romana-autonomie-7-zile-volum-puternic-reglabil-buton-sos-2g-dual-sim-ecran-lcd-generos-color-usor-de-folosit-pentru-varstnici-pensionari-si-bu/pd/D2VZT8YBM/?ref=sponsored_products_search_r_1_5&recid=recads_1_6a6ff7da4e204ab2ed25b9030cb8eaf105ad11010826c196812ecda821fdd660_1767467704&aid=ec710436-28fa-11f0-ab73-065e0fed8863%7Ck%7C216512009&oid=216512009&scenario_ID=1,https://s13emagst.akamaized.net/products/83348/83347131/images/res_8b763f126b0a2e0b2f09d9b0d0729702.jpg?width=720&height=720&hash=B51A8BC3BA789B3AC733FC3EB0CA03AC,1.77 inch,,,LCD,800 mAh,,Li-Ion,32 MB,32 MB,SD
"Telefon mobil Motorola E15, Dual SIM, 2GB RAM, 64GB, Fresh Lavender","299,99 Lei",299.99 Lei,3.87(15),https://www.emag.ro/telefon-mobil-motorola-e15-dual-sim-2gb-ram-64gb-fresh-lavender-pb6s0003pl/pd/DHDZHK3BM/,https://s13emagst.akamaized.net/products/93625/93624661/images/res_6ab8af45872b79cd05200017dddf1a86.jpg?width=720&height=720&hash=0725D96A427E82A6C9DAF1211A5F96B3,6.67 inch,Rata de reimprospatare de 90 Hz,1612 x 720,"LCD
IPS",5200 mAh,Nu,Li-Po,2 GB,64 GB,
"Telefon mobil pentru seniori, dual SIM, color, taste mari, meniu in limba Romana, buton SOS, Bluetooth, lanterna, radio, negru","180,00 Lei",180.00 Lei,4.77(325),https://www.emag.ro/telefon-mobil-pentru-seniori-dual-sim-color-taste-mari-meniu-in-limba-romana-buton-sos-bluetooth-lanterna-radio-negru-telefon-cs181/pd/DXLPBQMBM/,https://s13emagst.akamaized.net/products/50806/50805851/images/res_65d5ec35caa79fb4820b8544da0c3a3a.png?width=720&height=720&hash=0E9DAC99CE4597DC352DD955A732DB14,1.8 inch,,,,800 mAh,Da,BL-5C,32 MB,24 MB,SD
"Telefon mobil TCL 406, Dual SIM, 32GB, 3GB RAM, 4G, Prime Black","449,88 Lei",449.88 Lei,4.94(18),https://www.emag.ro/telefon-mobil-tcl-406-dual-sim-32gb-3gb-ram-4g-prime-black-tcl-406prmblk/pd/DZDCY7YBM/?ref=sponsored_products_search_r_1_6&recid=recads_1_6a6ff7da4e204ab2ed25b9030cb8eaf105ad11010826c196812ecda821fdd660_1767467704&aid=3e455d03-e7bb-11f0-801c-06eaf0d4245d&oid=242445321&scenario_ID=1,https://s13emagst.akamaized.net/products/61955/61954917/images/res_156d9516d58b26446386783c3f88e061.jpg?width=720&height=720&hash=E54472A8A449E289A2DD3432A567413D,6.6 inch,400 nits,720 x 1612,"LCD
IPS",5000 mAh,,Li-Po,3 GB,32 GB,MicroSDXC
"Telefon mobil Samsung Galaxy A16, Dual SIM, 128GB, 4GB RAM, 4G, Light Green","618,50 Lei",618.50 Lei,4.64(320),https://www.emag.ro/telefon-mobil-samsung-galaxy-a16-dual-sim-128gb-4gb-ram-4g-light-green-sm-a165flgbeue/pd/DJJ1YZYBM/,https://s13emagst.akamaized.net/products/77658/77657961/images/res_6abd801982d1110858a769e6922f610a.jpg?width=720&height=720&hash=734F6A31AADD14C5C0154E42ADA6B420,6.7 inch,FHD,1080 x 2340,Super AMOLED,5000 mAh,,,4 GB,128 GB,MicroSD
"Telefon mobil iHunt i11, 2G, Dual SIM, Bluetooth, 2.8-inch, Camera Foto, Radio FM, Difuzor 2-in-1 Puternic, 1500 mAh, Silver","99,98 Lei",99.98 Lei,4.21(24),https://www.emag.ro/telefon-mobil-ihunt-i11-2g-dual-sim-bluetooth-2-8-inch-camera-foto-radio-fm-difuzor-2-in-1-puternic-1500-mah-silver-ihunt-i11/pd/DY4HLFYBM/,https://s13emagst.akamaized.net/products/71134/71133110/images/res_9124e8d07ec0bc64ef82fc9d0133fa1b.jpg?width=720&height=720&hash=9E2E356EEF18E10D7391F5395E673D04,2.8 inch,QVGA,320 x 240,TN,1500 mAh,Da,Li-Ion,32 MB,32 MB,
"Telefon mobil Oukitel WP50, 5G, Dual SIM, Octa-Core Dimensity 6100+, IPS 6.6' HD+, 16GB RAM, 256GB, Senzor Amprenta, Face Unlock, 6500mAh, IP68/IP69K, NFC, Android 14, Black","795,99 Lei",795.99 Lei,,https://www.emag.ro/telefon-mobil-oukitel-wp50-5g-dual-sim-octa-core-dimensity-6100-ips-6-6-hd-16gb-ram-256gb-senzor-amprenta-face-unlock-6500mah-ip68-ip69k-nfc-android-14-black-00003142/pd/DNVHK83BM/?ref=sponsored_products_search_r_1_7&recid=recads_1_6a6ff7da4e204ab2ed25b9030cb8eaf105ad11010826c196812ecda821fdd660_1767467704&aid=12efcc87-df22-11f0-801c-06eaf0d4245d&oid=302969975&scenario_ID=1,https://s13emagst.akamaized.net/products/111996/111995507/images/res_6e8828fd689bea4914b2190b46f71913.png?width=720&height=720&hash=CEDA700BFA46163264D25EA788BB4DBC,6.6 inch,"Corning Gorilla Glass 5
267 PPI
HD+
60 Hz
Touch screen",720 x 1612,IPS,6500 mAh,Da,Li-Po,16 GB,256 GB,MicroSD
"Telefon mobil Samsung Galaxy A56, Dual SIM, 8GB RAM, 256GB, 5G, Awesome Graphite","1.765,45 Lei",1765.45 Lei,4.71(422),https://www.emag.ro/telefon-mobil-samsung-galaxy-a56-dual-sim-8gb-ram-256gb-5g-awesome-graphite-sm-a566bzkceue/pd/DQZ5X33BM/,https://s13emagst.akamaized.net/products/89071/89070990/images/res_17ed17e93a24daeb8ced5da38bc61a55.jpg?width=720&height=720&hash=9AC43C91215692DD3B4D5FF8957DD585,6.7 inch,120 Hz,1080 x 2340,Super AMOLED,5000 mAh,,,8 GB,256 GB,
"Telefon mobil Motorola Edge 60 Fusion, Dual SIM, 12GB RAM, 256GB, 5G, Pantone Amazonite","1.399,99 Lei",1399.99 Lei,4.79(52),https://www.emag.ro/telefon-mobil-motorola-edge-60-fusion-dual-sim-12gb-ram-256gb-5g-pantone-amazonite-pb7e0060ro/pd/D0DZHK3BM/,https://s13emagst.akamaized.net/products/93625/93624660/images/res_99d09507e53a5a308f7389c5934d728a.jpg?width=720&height=720&hash=5874CA29F14C9790867BC10C899C2BF3,6.67 inch,"120 Hz
Rata de raspuns la atingere 300 Hz",2712 x 1220,OLED,5200 mAh,Nu,Li-Po,12 GB,256 GB,
"Telefon Mobil pentru Seniori cu Taste Mari, 4G, Meniu in Limba Romana, Volum Puternic Reglabil, Buton SOS, One Sim, Ecran LCD Generos, Color, Autonomie 7 Zile, Usor de Folosit pentru Varstnici, Pensionari si Bunici, Lanterna, Radio, Bluetooth, Albastru","328,99 Lei",328.99 Lei,4.68(40),https://www.emag.ro/telefon-mobil-pentru-seniori-cu-taste-mari-4g-meniu-in-limba-romana-volum-puternic-reglabil-buton-sos-one-sim-ecran-lcd-generos-color-autonomie-7-zile-usor-de-folosit-pentru-varstnici-pensionari-si-bu/pd/DDVZT8YBM/?ref=sponsored_products_search_r_1_8&recid=recads_1_6a6ff7da4e204ab2ed25b9030cb8eaf105ad11010826c196812ecda821fdd660_1767467704&aid=f3efe732-e7ba-11f0-801c-06eaf0d4245d%7Ck%7C216512016&oid=216512016&scenario_ID=1,https://s13emagst.akamaized.net/products/83348/83347133/images/res_f4546a5a3e32acdcaea2dcbe387baace.jpg?width=720&height=720&hash=3591708CA6B79D31294C5FF0542B17BA,1.77 inch,,128 x 160,LCD,1000 mAh,,Li-Ion,48 MB,128 GB,SD
"Telefon mobil Samsung Galaxy A26, Dual SIM, 8GB RAM, 256GB, 5G, Black","1.169,48 Lei",1169.48 Lei,4.53(102),https://www.emag.ro/telefon-mobil-samsung-galaxy-a26-dual-sim-8gb-ram-256gb-5g-black-sm-a266bzkceue/pd/D3Z5X33BM/,https://s13emagst.akamaized.net/products/89071/89070968/images/res_647e0214d938cd83d6f5117a7b7bfa02.jpg?width=720&height=720&hash=04E15C6209E5BC1CC33F0325ADB59CDC,6.7 inch,120 Hz,1080 x 2340,Super AMOLED,5000 mAh,,,8 GB,256 GB,MicroSD
"Telefon mobil Samsung Galaxy A56, Dual SIM, 8GB RAM, 128GB, 5G, Awesome Graphite","1.515,30 Lei",1515.30 Lei,4.71(422),https://www.emag.ro/telefon-mobil-samsung-galaxy-a56-dual-sim-8gb-ram-128gb-5g-awesome-graphite-sm-a566bzkaeue/pd/D1Z5X33BM/,https://s13emagst.akamaized.net/products/89071/89070990/images/res_17ed17e93a24daeb8ced5da38bc61a55.jpg?width=720&height=720&hash=9AC43C91215692DD3B4D5FF8957DD585,6.7 inch,120 Hz,1080 x 2340,Super AMOLED,5000 mAh,,,8 GB,128 GB,
"Telefon Mobil pentru Seniori cu Taste Mari, 4G, Meniu in Limba Romana, Volum Puternic Reglabil, Buton SOS, One Sim, Ecran LCD Generos, Color, Autonomie 7 Zile, Usor de Folosit pentru Varstnici, Pensionari si Bunici, Lanterna, Radio, Bluetooth","328,99 Lei",328.99 Lei,4.68(40),https://www.emag.ro/telefon-mobil-pentru-seniori-cu-taste-mari-4g-meniu-in-limba-romana-volum-puternic-reglabil-buton-sos-one-sim-ecran-lcd-generos-color-autonomie-7-zile-usor-de-folosit-pentru-varstnici-pensionari-si-bu/pd/DZR5T5YBM/?ref=sponsored_products_search_r_1_9&recid=recads_1_6a6ff7da4e204ab2ed25b9030cb8eaf105ad11010826c196812ecda821fdd660_1767467704&aid=f4d2928f-e7ba-11f0-801c-06eaf0d4245d%7Ck%7C211555496&oid=211555496&scenario_ID=1,https://s13emagst.akamaized.net/products/81505/81504168/images/res_2bfbbcdfd5448b197d9be1534f98ba86.png?width=720&height=720&hash=0314DC87B3519CFF3FB81CE789A0CAB5,1.77 inch,,128 x 160,,1000 mAh,,BL-5C,48 MB,128 MB,SD
"Telefon mobil Apple iPhone 16, 128GB, 5G, Black","3.869,99 Lei",3869.99 Lei,4.73(313),https://www.emag.ro/telefon-mobil-apple-iphone-16-128gb-5g-black-mye73zd-a/pd/DHY67LYBM/,https://s13emagst.akamaized.net/products/76828/76827218/images/res_e74f88f45f2837aeecbaac4974a50afa.jpg?width=720&height=720&hash=E42849028EDE45ECDCC6DF1EAF9F5879,6.1 inch,"True tone
Haptic touch
HDR display
Wide color (P3)
Dynamic Island
1000 nit luminozitate maxima (tipic); 1600 nit luminozitate maxima (HDR); 2000 nit luminozitate maxima (in aer liber)
Fingerprint-resistant",2556 x 1179,OLED,,Nu,Li-Ion,8 GB,128 GB,
"Telefon mobil Samsung Galaxy A56, Dual SIM, 8GB RAM, 128GB, 5G, Awesome LightGray","1.449,00 Lei",1449.00 Lei,4.71(422),https://www.emag.ro/telefon-mobil-samsung-galaxy-a56-dual-sim-8gb-ram-128gb-5g-awesome-lightgray-sm-a566bzaaeue/pd/DVZ5X33BM/,https://s13emagst.akamaized.net/products/89071/89070985/images/res_b0f55b8539f04a66279c7747362a722f.jpg?width=720&height=720&hash=6C58526C0BC67D0AEF13A6B17C3D8CF9,6.7 inch,120 Hz,1080 x 2340,Super AMOLED,5000 mAh,,,8 GB,128 GB,
"Telefon Mobil Seniori cu Taste Mari CZAY®, Meniu in Limba Romana, Ecran LCD Generos, Color, Camera Foto, Autonomie 7 Zile, Volum Puternic Reglabil, Buton SOS, 2G, Dual Sim, Usor de Folosit pentru Varstnici, Pensionari si Bunici, Lanterna, Radio, Rezistent","259,98 Lei",259.98 Lei,4.68(40),https://www.emag.ro/telefon-mobil-seniori-cu-taste-mari-czayr-meniu-in-limba-romana-ecran-lcd-generos-color-camera-foto-autonomie-7-zile-volum-puternic-reglabil-buton-sos-2g-dual-sim-usor-de-folosit-pentru-varstnici-pens/pd/DMH00D3BM/?ref=sponsored_products_search_r_1_10&recid=recads_1_6a6ff7da4e204ab2ed25b9030cb8eaf105ad11010826c196812ecda821fdd660_1767467704&aid=a80c245f-e7ba-11f0-801c-06eaf0d4245d%7Ck%7C237837237&oid=237837237&scenario_ID=1,https://s13emagst.akamaized.net/products/91737/91736441/images/res_f7bae0c41f7f8fbcb57d93d93809e798.png?width=720&height=720&hash=ACBE412E039B697130ABDBE72D4CF2F0,2.4 inch,,320 x 240,,1000 mAh,Da,Li-Ion,32 MB,32 MB,MicroSD
"Telefon mobil Apple iPhone 15, 128GB, 5G, Pink","3.307,08 Lei",3307.08 Lei,4.66(575),https://www.emag.ro/telefon-mobil-apple-iphone-15-128gb-5g-pink-mtp13rx-a/pd/D14H93YBM/,https://s13emagst.akamaized.net/products/60458/60457122/images/res_a34b30b780dd109b981753e94838c86c.jpg?width=720&height=720&hash=0AB50BDA2DD50B4FA704BDE0A10DC35B,6.1 inch,"True tone
Haptic touch
2,000,000:1 contrast ratio
HDR display
Wide color (P3)
Dynamic Island",2556 x 1179,Super Retina XDR,,Nu,Li-Ion,6 GB,128 GB,
"Telefon mobil Samsung Galaxy A06, 64GB, 4GB RAM, 4G, Black","453,75 Lei",453.75 Lei,4.52(139),https://www.emag.ro/telefon-mobil-samsung-galaxy-a06-64gb-4gb-ram-4g-black-sm-a065fd64blue/pd/D2K3CCYBM/,https://s13emagst.akamaized.net/products/76328/76327677/images/res_148c66dfe709c7ed4da365b037dee9ae.png?width=720&height=720&hash=738EA888179DF4D341C40396353BB505,,,,,,Nu,,4 GB,64 GB,
"Telefon mobil Samsung Galaxy S25 Ultra, Dual SIM, 12GB RAM, 256GB, 5G, Titanium Gray","5.449,00 Lei",5449.00 Lei,4.66(500),https://www.emag.ro/telefon-mobil-samsung-galaxy-s25-ultra-dual-sim-12gb-ram-256gb-5g-titanium-gray-sm-s938bztdeue/pd/D3RVXGYBM/,https://s13emagst.akamaized.net/products/84446/84445770/images/res_e3ece7d39a8a5aafa0a3d026b45d88fe.jpg?width=720&height=720&hash=973D04CABADCF04AC07E318DD94EA0AB,6.9 inch,"Rata de refresh 120 Hz
2600nits
qHD+",3120 x 1440,Dynamic AMOLED,5000 mAh,,,12 GB,256 GB,
"Telefon mobil pentru seniori, cu meniul in limba Romana, Stand pentru incarcare, taste mari, buton SOS, Dual SIM, Retea 4G, Baterie 1800 mAh, Functie Apelare Rapida, Usor de folosit pentru varstnici, pensionari si bunici, Lanterna, Diagonala ecran 6.1 cm","249,99 Lei",249.99 Lei,4.96(604),https://www.emag.ro/telefon-mobil-pentru-seniori-cu-meniul-in-limba-romana-stand-pentru-incarcare-taste-mari-buton-sos-dual-sim-retea-4g-baterie-1800-mah-functie-apelare-rapida-usor-de-folosit-pentru-varstnici-pensionari/pd/DTWK8GYBM/,https://s13emagst.akamaized.net/products/84884/84883184/images/res_3eaf1c1278820a611548b9397654c266.png?width=720&height=720&hash=7C6786814006CE74828486BB29781071,2.4 inch,,,LCD,1800 mAh,Da,Li-Ion,128 MB,48 MB,MicroSD
"Telefon mobil Samsung Galaxy A06, 128GB, 4GB RAM, 4G, Black","476,74 Lei",476.74 Lei,4.52(139),https://www.emag.ro/telefon-mobil-samsung-galaxy-a06-128gb-4gb-ram-4g-black-sm-a065fd-128-4-blk/pd/D4K5VLYBM/,https://s13emagst.akamaized.net/products/77214/77213734/images/res_0f1b180a5c762a9c7f90805885e0e15c.jpg?width=720&height=720&hash=D78627284B7B82EFC2B645EDADAB74FC,6.7 inch,,720 x 1600,PLS,5000 mAh,Nu,,4 GB,128 GB,MicroSD
"Telefon mobil Xiaomi Redmi Note 14, 8GB RAM, 256GB, Midnight Black","790,55 Lei",790.55 Lei,4.65(166),https://www.emag.ro/telefon-mobil-xiaomi-redmi-note-14-8gb-ram-256gb-midnight-black-mzb0ikveu/pd/D5H3DGYBM/,https://s13emagst.akamaized.net/products/84223/84222401/images/res_94cdb9d2d0ac21dcf4c389b72332ae0e.jpg?width=720&height=720&hash=C1C7862A9332110969CF68AE3D419BCD,6.67 inch,"394 PPI
Rata de refresh 120 Hz
1800 nits (peak)
Sunlight display
Reading mode
Touch sampling rate: 240Hz",2400 x 1080,AMOLED,5500 mAh,,,8 GB,256 GB,
"Telefon mobil Samsung Galaxy S24, Dual SIM, 8GB RAM, 256GB, 5G, Onyx Black","2.699,99 Lei",2699.99 Lei,4.65(494),https://www.emag.ro/telefon-mobil-samsung-galaxy-s24-dual-sim-8gb-ram-256gb-5g-onyx-black-sm-s921bzkgeue/pd/DY6L7KYBM/,https://s13emagst.akamaized.net/products/64817/64816439/images/res_fdecd9733172144ab6b418e28f699e1c.jpg?width=720&height=720&hash=91C5F7015A569F5237D415DE60CD1451,6.2 inch,"120 Hz
FHD+",2340 x 1080,Dynamic AMOLED,4000 mAh,,,8 GB,256 GB,
"Telefon mobil Apple iPhone 15, 128GB, 5G, Black","3.249,99 Lei",3249.99 Lei,4.66(575),https://www.emag.ro/telefon-mobil-apple-iphone-15-128gb-5g-black-mtp03rx-a/pd/DZ4H93YBM/,https://s13emagst.akamaized.net/products/60458/60457121/images/res_9e07439d21e460f9570cfe181e6280c2.jpg?width=720&height=720&hash=F305EF62487A655E79E8D31F77CAA5B6,6.1 inch,"True tone
Haptic touch
2,000,000:1 contrast ratio
HDR display
Wide color (P3)
Dynamic Island",2556 x 1179,Super Retina XDR,,Nu,Li-Ion,6 GB,128 GB,
"Telefon mobil Motorola E15, Dual SIM, 2GB RAM, 64GB, Misty Blue","310,15 Lei",310.15 Lei,3.87(15),https://www.emag.ro/telefon-mobil-motorola-e15-dual-sim-2gb-ram-64gb-misty-blue-pb6s0005pl/pd/DNDZHK3BM/,https://s13emagst.akamaized.net/products/93625/93624659/images/res_10a6e4f1aaa627c506802b4913e85bdf.jpg?width=720&height=720&hash=27B5BA58BAEAEBE7F564895C3588A2FE,6.67 inch,Rata de reimprospatare de 90 Hz,1612 x 720,"LCD
IPS",5200 mAh,Nu,Li-Po,2 GB,64 GB,
"Telefon mobil Samsung Galaxy A17, Dual SIM, 8GB RAM, 256GB, 4G, Black","949,00 Lei",949.00 Lei,5(1),https://www.emag.ro/telefon-mobil-samsung-galaxy-a17-dual-sim-8gb-ram-256gb-4g-black-sm-a175fzkeeue/pd/D057K93BM/,https://s13emagst.akamaized.net/products/99061/99060695/images/res_ea5f94180fe4e9294b5011b8c7eacb91.jpg?width=720&height=720&hash=EFD7D000A23849F3659A4CBDAA860E22,6.7 inch,"16 milioane de culori
Rata de reimprospatare de 90 Hz",1080 x 2340,Super AMOLED,5000 mAh,Nu,,8 GB,256 GB,
"Telefon mobil realme 14 Pro 5G, Dual SIM, 256GB, 8GB RAM, Suede Grey","999,99 Lei",999.99 Lei,5(6),https://www.emag.ro/telefon-mobil-realme-14-pro-5g-dual-sim-256gb-8gb-ram-suede-grey-631011005071/pd/D5J3ZL3BM/,https://s13emagst.akamaized.net/products/105941/105940201/images/res_21387855193beca7e7a9232881e04dd2.jpg?width=720&height=720&hash=D91A920EB59CE4BCE2BA8D70D8D6454D,6.77 inch,"20:9 ratio
Rata de refresh 120 Hz
388 ppi",2800 x 1272,OLED,6000 mAh,Nu,Li-Ion,8 GB,256 GB,
